timestamp,time_s,ram_mb,cpu_percent,success
1772598643.8434415,0.0001,186.76,0.0,False
1772598656.6891675,0.0,187.01,0.0,False
1772598667.147115,0.0,187.02,0.0,True
1772598677.474251,0.0,187.29,0.0,False
1772598687.7584226,0.0,187.14,0.0,True
